0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+02 0.000000000000000000e+00
0.000000000000000000e+00 5.000000000000000000e+00 9.500000000000000000e+01 -1.767025010705003467e+02
0.000000000000000000e+00 1.000000000000000000e+01 9.000000000000000000e+01 1.263557246289992406e+02
0.000000000000000000e+00 1.500000000000000000e+01 8.500000000000000000e+01 -1.506070822814997712e+02
0.000000000000000000e+00 2.000000000000000000e+01 8.000000000000000000e+01 -4.542275820719998478e+02
0.000000000000000000e+00 2.500000000000000000e+01 7.500000000000000000e+01 -5.572879051024997352e+02
0.000000000000000000e+00 3.000000000000000000e+01 7.000000000000000000e+01 -5.085226390230000106e+02
0.000000000000000000e+00 3.500000000000000000e+01 6.500000000000000000e+01 -3.989884406035000097e+02
0.000000000000000000e+00 4.000000000000000000e+01 6.000000000000000000e+01 -3.183147375739996505e+02
0.000000000000000000e+00 4.500000000000000000e+01 5.500000000000000000e+01 -2.949787049444996114e+02
0.000000000000000000e+00 5.000000000000000000e+01 5.000000000000000000e+01 -2.597914622149999104e+02
0.000000000000000000e+00 5.500000000000000000e+01 4.500000000000000000e+01 -1.448765587854996397e+02
0.000000000000000000e+00 6.000000000000000000e+01 4.000000000000000000e+01 1.638396548400011810e+01
0.000000000000000000e+00 6.500000000000000000e+01 3.500000000000000000e+01 1.265258783935001645e+02
0.000000000000000000e+00 7.000000000000000000e+01 3.000000000000000000e+01 1.246691377030000325e+02
0.000000000000000000e+00 7.500000000000000000e+01 2.500000000000000000e+01 4.323075835250023147e+01
0.000000000000000000e+00 8.000000000000000000e+01 2.000000000000000000e+01 1.718268496200003881e+01
0.000000000000000000e+00 8.500000000000000000e+01 1.500000000000000000e+01 1.855432389815008207e+02
0.000000000000000000e+00 9.000000000000000000e+01 1.000000000000000000e+01 4.191270904610004777e+02
0.000000000000000000e+00 9.500000000000000000e+01 5.000000000000000000e+00 2.832210773704999269e+02
0.000000000000000000e+00 1.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 0.000000000000000000e+00 9.500000000000000000e+01 -3.449484453805000612e+02
5.000000000000000000e+00 5.000000000000000000e+00 9.000000000000000000e+01 3.279465751900012549e+01
5.000000000000000000e+00 1.000000000000000000e+01 8.500000000000000000e+01 -3.310434025150010484e+01
5.000000000000000000e+00 1.500000000000000000e+01 8.000000000000000000e+01 -3.023851851320000605e+02
5.000000000000000000e+00 2.000000000000000000e+01 7.500000000000000000e+01 -4.484544393524996053e+02
5.000000000000000000e+00 2.500000000000000000e+01 7.000000000000000000e+01 -4.611172675329999606e+02
5.000000000000000000e+00 3.000000000000000000e+01 6.500000000000000000e+01 -3.800655510034998201e+02
5.000000000000000000e+00 3.500000000000000000e+01 6.000000000000000000e+01 -2.570155589839999948e+02
5.000000000000000000e+00 4.000000000000000000e+01 5.500000000000000000e+01 -1.656556634045003307e+02
5.000000000000000000e+00 4.500000000000000000e+01 5.000000000000000000e+01 -1.115866039350001984e+02
5.000000000000000000e+00 5.000000000000000000e+01 4.500000000000000000e+01 -2.666242069549973337e+01
5.000000000000000000e+00 5.500000000000000000e+01 4.000000000000000000e+01 1.257304647940005111e+02
5.000000000000000000e+00 6.000000000000000000e+01 3.500000000000000000e+01 3.053582279435000828e+02
5.000000000000000000e+00 6.500000000000000000e+01 3.000000000000000000e+01 4.447885558030000084e+02
5.000000000000000000e+00 7.000000000000000000e+01 2.500000000000000000e+01 5.044539598924999950e+02
5.000000000000000000e+00 7.500000000000000000e+01 2.000000000000000000e+01 5.210598869719999584e+02
5.000000000000000000e+00 8.000000000000000000e+01 1.500000000000000000e+01 6.068442456515006143e+02
5.000000000000000000e+00 8.500000000000000000e+01 1.000000000000000000e+01 7.377469563610002297e+02
5.000000000000000000e+00 9.000000000000000000e+01 5.000000000000000000e+00 5.661257034705000706e+02
1.000000000000000000e+01 0.000000000000000000e+00 9.000000000000000000e+01 -2.930469673610000996e+02
1.000000000000000000e+01 5.000000000000000000e+00 8.500000000000000000e+01 -3.241839748149955369e+01
1.000000000000000000e+01 1.000000000000000000e+01 8.000000000000000000e+01 -2.615097691720000626e+02
1.000000000000000000e+01 1.500000000000000000e+01 7.500000000000000000e+01 -4.548618688025003394e+02
1.000000000000000000e+01 2.000000000000000000e+01 7.000000000000000000e+01 -5.033484435530000383e+02
1.000000000000000000e+01 2.500000000000000000e+01 6.500000000000000000e+01 -4.342596886534999499e+02
1.000000000000000000e+01 3.000000000000000000e+01 6.000000000000000000e+01 -2.912916706239996074e+02
1.000000000000000000e+01 3.500000000000000000e+01 5.500000000000000000e+01 -1.645304885144995808e+02
1.000000000000000000e+01 4.000000000000000000e+01 5.000000000000000000e+01 -1.071004040150000947e+02
1.000000000000000000e+01 4.500000000000000000e+01 4.500000000000000000e+01 -6.151571426550050603e+01
1.000000000000000000e+01 5.000000000000000000e+01 4.000000000000000000e+01 5.331627035400021697e+01
1.000000000000000000e+01 5.500000000000000000e+01 3.500000000000000000e+01 2.376475412834997485e+02
1.000000000000000000e+01 6.000000000000000000e+01 3.000000000000000000e+01 4.226132031330002974e+02
1.000000000000000000e+01 6.500000000000000000e+01 2.500000000000000000e+01 5.363898475424999788e+02
1.000000000000000000e+01 7.000000000000000000e+01 2.000000000000000000e+01 5.681836299219997954e+02
1.000000000000000000e+01 7.500000000000000000e+01 1.500000000000000000e+01 6.065001455715006387e+02
1.000000000000000000e+01 8.000000000000000000e+01 1.000000000000000000e+01 6.890168960710001329e+02
1.000000000000000000e+01 8.500000000000000000e+01 5.000000000000000000e+00 5.454297711105002691e+02
1.000000000000000000e+01 9.000000000000000000e+01 0.000000000000000000e+00 -6.589704854999966699e+01
1.500000000000000000e+01 0.000000000000000000e+00 8.500000000000000000e+01 -3.069486494014998925e+02
1.500000000000000000e+01 5.000000000000000000e+00 8.000000000000000000e+01 -2.333595349320001162e+02
1.500000000000000000e+01 1.000000000000000000e+01 7.500000000000000000e+01 -4.538126808624993487e+02
1.500000000000000000e+01 1.500000000000000000e+01 7.000000000000000000e+01 -5.451037306329999410e+02
1.500000000000000000e+01 2.000000000000000000e+01 6.500000000000000000e+01 -4.996219337635001807e+02
1.500000000000000000e+01 2.500000000000000000e+01 6.000000000000000000e+01 -3.492190216839996424e+02
1.500000000000000000e+01 3.000000000000000000e+01 5.500000000000000000e+01 -1.819044550744997082e+02
1.500000000000000000e+01 3.500000000000000000e+01 5.000000000000000000e+01 -9.624692812500023820e+01
1.500000000000000000e+01 4.000000000000000000e+01 4.500000000000000000e+01 -7.518438629549973484e+01
1.500000000000000000e+01 4.500000000000000000e+01 4.000000000000000000e+01 -1.244603984600001212e+01
1.500000000000000000e+01 5.000000000000000000e+01 3.500000000000000000e+01 1.475107518034999430e+02
1.500000000000000000e+01 5.500000000000000000e+01 3.000000000000000000e+01 3.589532048730004021e+02
1.500000000000000000e+01 6.000000000000000000e+01 2.500000000000000000e+01 5.308072158625001293e+02
1.500000000000000000e+01 6.500000000000000000e+01 2.000000000000000000e+01 6.046461599720003051e+02
1.500000000000000000e+01 7.000000000000000000e+01 1.500000000000000000e+01 6.228929495615003589e+02
1.500000000000000000e+01 7.500000000000000000e+01 1.000000000000000000e+01 6.515976725309999438e+02
1.500000000000000000e+01 8.000000000000000000e+01 5.000000000000000000e+00 5.102103585104997592e+02
2.000000000000000000e+01 0.000000000000000000e+00 8.000000000000000000e+01 -3.253016071320002993e+02
2.000000000000000000e+01 5.000000000000000000e+00 7.500000000000000000e+01 -4.480409805524998319e+02
2.000000000000000000e+01 1.000000000000000000e+01 7.000000000000000000e+01 -5.826890149129999372e+02
2.000000000000000000e+01 1.500000000000000000e+01 6.500000000000000000e+01 -5.706265045334997694e+02
2.000000000000000000e+01 2.000000000000000000e+01 6.000000000000000000e+01 -4.283211021439998945e+02
2.000000000000000000e+01 2.500000000000000000e+01 5.500000000000000000e+01 -2.270676740045001338e+02
2.000000000000000000e+01 3.000000000000000000e+01 5.000000000000000000e+01 -9.382650362500032770e+01
2.000000000000000000e+01 3.500000000000000000e+01 4.500000000000000000e+01 -7.143464266549992203e+01
2.000000000000000000e+01 4.000000000000000000e+01 4.000000000000000000e+01 -6.079700189599979154e+01
2.000000000000000000e+01 4.500000000000000000e+01 3.500000000000000000e+01 4.801452111350013041e+01
2.000000000000000000e+01 5.000000000000000000e+01 3.000000000000000000e+01 2.570600331630004121e+02
2.000000000000000000e+01 5.500000000000000000e+01 2.500000000000000000e+01 4.772540029124998568e+02
2.000000000000000000e+01 6.000000000000000000e+01 2.000000000000000000e+01 6.110173273520000521e+02
2.000000000000000000e+01 6.500000000000000000e+01 1.500000000000000000e+01 6.421005972715004191e+02
2.000000000000000000e+01 7.000000000000000000e+01 1.000000000000000000e+01 6.283849838810002666e+02
2.000000000000000000e+01 7.500000000000000000e+01 5.000000000000000000e+00 4.697583636505000300e+02
2.000000000000000000e+01 8.000000000000000000e+01 0.000000000000000000e+00 -9.546244230999967328e+01
2.500000000000000000e+01 0.000000000000000000e+00 7.500000000000000000e+01 -3.176947928925000042e+02
2.500000000000000000e+01 5.000000000000000000e+00 7.000000000000000000e+01 -6.142313834530002623e+02
2.500000000000000000e+01 1.000000000000000000e+01 6.500000000000000000e+01 -6.425998399134997499e+02
2.500000000000000000e+01 1.500000000000000000e+01 6.000000000000000000e+01 -5.230109751240004243e+02
2.500000000000000000e+01 2.000000000000000000e+01 5.500000000000000000e+01 -3.035967216344994881e+02
2.500000000000000000e+01 2.500000000000000000e+01 5.000000000000000000e+01 -1.151466659849997853e+02
2.500000000000000000e+01 3.000000000000000000e+01 4.500000000000000000e+01 -6.182982833550010326e+01
2.500000000000000000e+01 3.500000000000000000e+01 4.000000000000000000e+01 -8.691785088600001075e+01
2.500000000000000000e+01 4.000000000000000000e+01 3.500000000000000000e+01 -4.577677809650015917e+01
2.500000000000000000e+01 4.500000000000000000e+01 3.000000000000000000e+01 1.276880651430007987e+02
2.500000000000000000e+01 5.000000000000000000e+01 2.500000000000000000e+01 3.730411889725004926e+02
2.500000000000000000e+01 5.500000000000000000e+01 2.000000000000000000e+01 5.709508880819997785e+02
2.500000000000000000e+01 6.000000000000000000e+01 1.500000000000000000e+01 6.453971809414995278e+02
2.500000000000000000e+01 6.500000000000000000e+01 1.000000000000000000e+01 6.142845088010004702e+02
2.500000000000000000e+01 7.000000000000000000e+01 5.000000000000000000e+00 4.305781688204999114e+02
2.500000000000000000e+01 7.500000000000000000e+01 0.000000000000000000e+00 -8.473800069999937534e+01
3.000000000000000000e+01 0.000000000000000000e+00 7.000000000000000000e+01 -2.888728040329997384e+02
3.000000000000000000e+01 5.000000000000000000e+00 6.500000000000000000e+01 -7.118230510434999587e+02
3.000000000000000000e+01 1.000000000000000000e+01 6.000000000000000000e+01 -6.264701102840004978e+02
3.000000000000000000e+01 1.500000000000000000e+01 5.500000000000000000e+01 -4.087451542044999542e+02
3.000000000000000000e+01 2.000000000000000000e+01 5.000000000000000000e+01 -1.713722819850000860e+02
3.000000000000000000e+01 2.500000000000000000e+01 4.500000000000000000e+01 -6.280068822550033758e+01
3.000000000000000000e+01 3.000000000000000000e+01 4.000000000000000000e+01 -9.422377238599999316e+01
3.000000000000000000e+01 3.500000000000000000e+01 3.500000000000000000e+01 -1.209034517564999760e+02
3.000000000000000000e+01 4.000000000000000000e+01 3.000000000000000000e+01 -1.262535624700023007e+01
3.000000000000000000e+01 4.500000000000000000e+01 2.500000000000000000e+01 2.247351869525000438e+02
3.000000000000000000e+01 5.000000000000000000e+01 2.000000000000000000e+01 4.752523529719998692e+02
3.000000000000000000e+01 5.500000000000000000e+01 1.500000000000000000e+01 6.138615318415006641e+02
3.000000000000000000e+01 6.000000000000000000e+01 1.000000000000000000e+01 5.976502396910001380e+02
3.000000000000000000e+01 6.500000000000000000e+01 5.000000000000000000e+00 3.950741603204996863e+02
3.500000000000000000e+01 0.000000000000000000e+00 6.500000000000000000e+01 -2.549441292734995272e+02
3.500000000000000000e+01 5.000000000000000000e+00 6.000000000000000000e+01 -7.322685694139994439e+02
3.500000000000000000e+01 1.000000000000000000e+01 5.500000000000000000e+01 -5.350593304844996965e+02
3.500000000000000000e+01 1.500000000000000000e+01 5.000000000000000000e+01 -2.664663320550002368e+02
3.500000000000000000e+01 2.000000000000000000e+01 4.500000000000000000e+01 -9.096782763550059769e+01
3.500000000000000000e+01 2.500000000000000000e+01 4.000000000000000000e+01 -9.420927668600009497e+01
3.500000000000000000e+01 3.000000000000000000e+01 3.500000000000000000e+01 -1.706184760865001522e+02
3.500000000000000000e+01 3.500000000000000000e+01 3.000000000000000000e+01 -1.452486869669997702e+02
3.500000000000000000e+01 4.000000000000000000e+01 2.500000000000000000e+01 4.753572312249998788e+01
3.500000000000000000e+01 4.500000000000000000e+01 2.000000000000000000e+01 3.244942924620000326e+02
3.500000000000000000e+01 5.000000000000000000e+01 1.500000000000000000e+01 5.330070561015003250e+02
3.500000000000000000e+01 5.500000000000000000e+01 1.000000000000000000e+01 5.631560141610005985e+02
3.500000000000000000e+01 6.000000000000000000e+01 5.000000000000000000e+00 3.607701846105002801e+02
4.000000000000000000e+01 0.000000000000000000e+00 6.000000000000000000e+01 -2.209776720639995347e+02
4.000000000000000000e+01 5.000000000000000000e+00 5.500000000000000000e+01 -6.730252020144997687e+02
4.000000000000000000e+01 1.000000000000000000e+01 5.000000000000000000e+01 -3.966528569149998589e+02
4.000000000000000000e+01 1.500000000000000000e+01 4.500000000000000000e+01 -1.582774251654996931e+02
4.000000000000000000e+01 2.000000000000000000e+01 4.000000000000000000e+01 -1.035438429959998388e+02
4.000000000000000000e+01 2.500000000000000000e+01 3.500000000000000000e+01 -1.969464445165001223e+02
4.000000000000000000e+01 3.000000000000000000e+01 3.000000000000000000e+01 -2.541954625169995268e+02
4.000000000000000000e+01 3.500000000000000000e+01 2.500000000000000000e+01 -1.375066363274997059e+02
4.000000000000000000e+01 4.000000000000000000e+01 2.000000000000000000e+01 1.296680413920001627e+02
4.000000000000000000e+01 4.500000000000000000e+01 1.500000000000000000e+01 3.966003379915003961e+02
4.000000000000000000e+01 5.000000000000000000e+01 1.000000000000000000e+01 4.957421545309999260e+02
4.000000000000000000e+01 5.500000000000000000e+01 5.000000000000000000e+00 3.207844255504999182e+02
4.500000000000000000e+01 0.000000000000000000e+00 5.500000000000000000e+01 -1.821124211745002128e+02
4.500000000000000000e+01 5.000000000000000000e+00 5.000000000000000000e+01 -5.522637564750003776e+02
4.500000000000000000e+01 1.000000000000000000e+01 4.500000000000000000e+01 -2.686856714755001576e+02
4.500000000000000000e+01 1.500000000000000000e+01 4.000000000000000000e+01 -1.392533047360000751e+02
4.500000000000000000e+01 2.000000000000000000e+01 3.500000000000000000e+01 -2.105816556765005600e+02
4.500000000000000000e+01 2.500000000000000000e+01 3.000000000000000000e+01 -3.305328732270003229e+02
4.500000000000000000e+01 3.000000000000000000e+01 2.500000000000000000e+01 -3.079995689174999143e+02
4.500000000000000000e+01 3.500000000000000000e+01 2.000000000000000000e+01 -8.942948604800005796e+01
4.500000000000000000e+01 4.000000000000000000e+01 1.500000000000000000e+01 2.088329854014996272e+02
4.500000000000000000e+01 4.500000000000000000e+01 1.000000000000000000e+01 3.847731304210002463e+02
4.500000000000000000e+01 5.000000000000000000e+01 5.000000000000000000e+00 2.656597450204998268e+02
4.500000000000000000e+01 5.500000000000000000e+01 0.000000000000000000e+00 1.008314060199997328e+02
5.000000000000000000e+01 0.000000000000000000e+00 5.000000000000000000e+01 -1.420664162250000402e+02
5.000000000000000000e+01 5.000000000000000000e+00 4.500000000000000000e+01 -4.174779405455004735e+02
5.000000000000000000e+01 1.000000000000000000e+01 4.000000000000000000e+01 -2.136467947159999028e+02
5.000000000000000000e+01 1.500000000000000000e+01 3.500000000000000000e+01 -2.279325355565000564e+02
5.000000000000000000e+01 2.000000000000000000e+01 3.000000000000000000e+01 -3.749875456669995515e+02
5.000000000000000000e+01 2.500000000000000000e+01 2.500000000000000000e+01 -4.454266125074997262e+02
